entrezgene_id,mgi_symbol,chromosome_name
110794,Cebpe,14
50934,Slc7a8,14
239099,Homez,14
105651,Ppp1r3e,14
12050,Bcl2l2,14
54196,Pabpn1,14
59049,Slc22a17,14
13644,Efs,14
140806,Il25,14
67272,Cmtm5,14
17888,Myh6,14
387204,Mir208a,14
791403,Mhrt,14
140781,Myh7,14
100124433,Mir208b,14
68966,Ngdn,14
239102,Zfhx2,14
432855,NA,NA
105663,Thtpa,14
11766,Ap1g2,14
319984,Jph4,14
71412,Dhrs2,14
667952,NA,NA
28200,Dhrs4,14
268747,Carmil3,14
12891,Cpne6,14
18185,Nrl,14
100038376,NA,NA
74551,Pck2,14
28199,Dcaf11,14
68680,Fitm1,14
19186,Psme1,14
85308,Emc9,14
19188,Psme2,14
268749,Rnf31,14
16391,Irf9,14
56739,Rec8,14
75751,Ipo4,14
74140,Tm9sf1,14
100861981,NA,NA
71099,Tssk4,14
67881,Mdp1,14
18002,Nedd8,14
105446,Gmpr2,14
28113,Tinf2,14
21816,Tgm1,14
56187,Rabggta,14
52585,Dhrs1,14
67842,Nop9,14
12684,Cideb,14
57260,Ltb4r2,14
16995,Ltb4r1,14
104110,Adcy4,14
56532,Ripk3,14
73181,Nfatc4,14
277154,Nynrin,14
56410,Cbln3,14
219094,Khnyn,14
654795,Sdr39u1,14
17228,Cma1,14
17223,Mcpt-ps1,14
545055,Cma2,14
545056,NA,NA
17224,Mcpt1,14
17232,Mcpt9,14
17225,Mcpt2,14
17227,Mcpt4,14
17231,Mcpt8,14
13035,Ctsg,14
14942,Gzme,14
14941,Gzmd,14
14944,Gzmg,14
245839,Gzmn,14
14943,Gzmf,14
14940,Gzmc,14
14939,Gzmb,14
192113,Atp12a,14
100038506,NA,NA
30054,Rnf17,14
219103,Cenpj,14
328417,Parp4,14
75339,Mphosph8,14
100503823,Gm16973,14
66645,Pspc1,14
219105,Zmym5,14
100503842,2410022M11Rik,14
76007,Zmym2,14
432860,B020004C17Rik,14
14611,Gja3,14
14619,Gjb2,14
14623,Gjb6,14
68631,Cryl1,14
668090,NA,NA
21821,Ift88,14
239114,Il17d,14
68043,Eef1akmt1,14
67518,1700039M10Rik,14
57258,Xpo4,14
100862055,NA,NA
50523,Lats2,14
20220,Sap18,14
100526476,Mir3077,14
219114,Ska3,14
67840,Mrpl57,14
75965,Zdhhc20,14
68514,Micu2,14
14180,Fgf9,14
67932,1700129C05Rik,14
380907,Gm5142,14
71330,Rcbtb1,14
628693,NA,NA
219131,Phf11a,14
236451,Phf11b,14
219132,Phf11d,14
628705,Phf11c,14
239122,Setdb2,14
69008,Cab39l,14
71891,Cdadc1,14
219134,Shisa2,14
50769,Atp8a2,14
71844,Gm49336,14
751526,Mir719,14
219135,Mtmr6,14
72125,Amer2,14
100862065,NA,NA
219140,Spata13,14
239126,C1qtnf9,14
100504019,NA,NA
70478,Mipep,14
29820,Tnfrsf19,14
50720,Sacs,14
24053,Sgcg,14
100046950,NA,NA
67355,1700109G14Rik,14
219144,Arl11,14
68177,Ebpl,14
16648,Kpna3,14
75349,4930556J02Rik,14
66674,Spryd7,14
66597,Trim13,14
668253,NA,NA
328424,Kcnrg,14
100504051,NA,NA
387134,Mir16-1,14
387174,Mir15a,14
100316771,NA,NA
239133,Dleu7,14
67153,Rnaseh2b,14
239134,Gucy1b2,14
545062,NA,NA
629059,Fam124a,14
319433,Serpine3,14
18130,Ints6,14
71000,NA,NA
268752,Wdfy2,14
432867,Defb48,14
654465,Defb47,14
654458,Defb43,14
73670,Defb30,14
619548,Defb42,14
72609,NA,NA
13030,Ctsb,14
14137,Fdft1,14
382913,Neil2,14
14463,Gata4,14
12143,Blk,14
219148,Fam167a,14
58865,Tdh,14
210376,Mtmr9,14
219149,Xkr6,14
100124452,Mir598,14
72400,Pinx1,14
20680,Sox7,14
67750,4930578I06Rik,14
271209,Rp1l1,14
71037,Prss55,14
100504162,Prss51,14
78176,4930471C04Rik,14
73382,Prss52,14
110265,Msra,14
78271,NA,NA
268755,Mir124a-1hg,14
387233,Mir124a-1,14
100526520,Mir3078,14
16554,Kif13b,14
219150,Hmbox1,14
210925,Ints9,14
54616,Extl3,14
14365,Fzd3,14
50759,Fbxo16,14
380912,Zfp395,14
18155,Pnoc,14
74195,Elp3,14
100503545,Nuggc,14
71145,Scara5,14
52033,Pbk,14
71988,Esco2,14
67179,Ccdc25,14
68584,NA,NA
219151,Scara3,14
100504279,NA,NA
12759,Clu,14
268756,Gulo,14
11495,Adam2,14
13850,Ephx2,14
110902,Chrna2,14
19229,Ptk2b,14
100043676,NA,NA
69303,1700001G11Rik,14
66854,Trim35,14
56471,Stmn4,14
100504326,NA,NA
11549,Adra1a,14
791407,NA,NA
12934,Dpysl2,14
432870,Gm5464,14
239157,Pnma2,14
12177,Bnip3l,14
71978,Ppp2r2a,14
13592,Ebf2,14
628416,Gm6878,14
73977,4930438E09Rik,14
100038671,NA,NA
108912,Cdca2,14
105440,Kctd9,14
14714,Gnrh1,14
68813,Dock5,14
18039,Nefl,14
18040,Nefm,14
100043072,NA,NA
11500,Adam7,14
58860,Adamdec1,14
13522,Adam28,14
20855,Stc1,14
73554,1700092C10Rik,14
18092,Nkx2-6,14
18095,Nkx3-1,14
67712,Slc25a37,14
239167,Synb,14
100504477,NA,NA
67464,Entpd4,14
100504489,NA,NA
100862072,Gm21451,14
100862085,Gm16867,14
100504453,NA,NA
100862375,Entpd4b,14
94352,Loxl2,14
791405,NA,NA
71843,R3hcc1,14
105513,Chmp7,14
21933,Tnfrsf10b,14
246710,Rhobtb2,14
73523,Pebp4,14
13655,Egr3,14
57784,Bin3,14
219158,Ccar2,14
268759,9930012K11Rik,14
213019,Pdlim2,14
20410,Sorbs3,14
19057,Ppp3cc,14
213053,Slc39a14,14
57746,Piwil2,14
67065,Polr3d,14
723838,Mir320,14
105653,Phyhip,14
12153,Bmp1,14
20389,Sftpc,14
213469,Lgi3,14
72549,Reep4,14
15460,Hr,14
213484,Nudt18,14
239170,Fam160b2,14
13829,Dmtn,14
14171,Fgf17,14
100861616,NA,NA
328440,Npm2,14
65246,Xpo7,14
13449,Dok2,14
73648,2410012E07Rik,14
14586,Gfra2,14
100043132,Gm4251,14
74667,4930434J06Rik,14
675947,NA,NA
319448,Fndc3a,14
668489,NA,NA
70086,Cysltr2,14
105670,Rcbtb2,14
19645,Rb1,14
751541,Mir687,14
67168,Lpar6,14
16432,Itm2b,14
100504566,NA,NA
67381,Med4,14
214254,Nudt15,14
20916,Sucla2,14
100503116,NA,NA
74425,4933402J15Rik,14
15558,Htr2a,14
13885,Esd,14
380916,Lrch1,14
100038618,NA,NA
100043169,Gm4278,14
271221,Rubcnl,14
70859,Lrrc63,14
18826,Lcp1,14
100043176,NA,NA
56373,Cpb2,14
67302,Zc3h13,14
380918,Siah3,14
67926,Cby2,14
75272,Erich6b,14
338337,Cog3,14
67554,Slc25a30,14
100043189,NA,NA
22070,Tpt1,14
100038852,NA,NA
100303751,NA,NA
68705,Gtf2f2,14
668504,NA,NA
67516,Kctd4,14
67467,Gpalpp1,14
27275,Nufip1,14
21807,Tsc22d1,14
100503222,NA,NA
75789,NA,NA
72661,Serp2,14
73272,1700108F19Rik,14
210808,Lacc1,14
108811,Ccdc122,14
239188,Enox1,14
100043755,NA,NA
629678,Gm6994,14
380920,Gm1587,14
66148,Dnajc15,14
108670,Epsti1,14
100502638,NA,NA
219170,Fam216b,14
100316715,Mir1971,14
21943,Tnfsf11,14
219181,Akap11,14
380921,Dgkh,14
219189,Vwa8,14
105590,Zfp957,14
100861718,NA,NA
66214,Rgcc,14
66897,Naa16,14
211253,Mtrf1,14
211255,Kbtbd7,14
432879,Kbtbd6,14
22380,Wbp4,14
13709,Elf1,14
67955,Sugt1,14
16840,Cnmd,14
73989,4930452G13Rik,14
791080,Mir759,14
18530,Pcdh8,14
100038734,Gm10845,14
380924,Olfm4,14
219228,Pcdh17,14
319903,9630013A20Rik,14
75155,4930529K09Rik,14
56419,Diaph3,14
219249,Tdrd3,14
219257,Pcdh20,14
328451,Gm10110,14
74967,4930474H20Rik,14
211712,Pcdh9,14
100502750,NA,NA
66732,Spertl,14
93688,Klhl1,14
13134,Dach1,14
76789,Mzt1,14
77744,Bora,14
72662,Dis3,14
52023,Pibf1,14
12224,Klf5,14
546623,NA,NA
16597,Klf12,14
76627,Prr30,14
210789,Tbc1d4,14
100502869,NA,NA
66200,Commd6,14
50933,Uchl3,14
380928,Lmo7,14
239217,Kctd12,14
100628599,Mir5130,14
71264,4933432I03Rik,14
16365,Acod1,14
211286,Cln5,14
50789,Fbxl3,14
105689,Mycbp2,14
64929,Scel,14
105439,Slain1,14
70898,Slain1os,14
13618,Ednrb,14
73877,4930432J09Rik,14
320671,D130079A08Rik,14
18996,Pou4f1,14
72486,Obi1,14
320249,D130009I18Rik,14
100502987,NA,NA
74213,Rbm26,14
76273,Ndfip2,14
71362,5430440P10Rik,14
74864,4930449E01Rik,14
380930,9330188P03Rik,14
24064,Spry2,14
621364,NA,NA
212085,Trim52,14
73631,1700128A07Rik,14
100043809,NA,NA
668736,NA,NA
668738,NA,NA
668739,NA,NA
621487,NA,NA
668743,NA,NA
100043811,NA,NA
621499,NA,NA
100043814,NA,NA
668742,NA,NA
76965,Slitrk1,14
239250,Slitrk6,14
622052,NA,NA
75409,Slitrk5,14
192885,NA,NA
75822,4930524C18Rik,14
723905,Mir17,14
387135,Mir18,14
723891,Mir19a,14
387139,Mir20a,14
751527,Mir19b-1,14
75957,NA,NA
751549,Mir92-1,14
103978,Gpc5,14
75088,4930505G20Rik,14
23888,Gpc6,14
100503703,NA,NA
13190,Dct,14
76355,Tgds,14
58245,Gpr180,14
223227,Sox21,14
668814,Gm9376,14
73306,1700044C05Rik,14
239273,Abcc4,14
58187,Cldn10,14
66573,Dzip1,14
100037258,Dnajc3,14
66435,Uggt2,14
50787,Hs6st3,14
75432,1700006F04Rik,14
239283,Oxgr1,14
105559,Mbnl2,14
100503814,NA,NA
76108,Rap2a,14
100862014,NA,NA
70572,Ipo5,14
223254,Farp1,14
320268,NA,NA
223255,Stk24,14
56643,Slc15a1,14
105445,Dock9,14
68889,Ubac2,14
110168,Gpr18,14
321019,Gpr183,14
223262,Timm8a2,14
319727,NA,NA
68059,Tm9sf2,14
69634,Clybl,14
68245,1700108J01Rik,14
328479,Gm5089,14
65100,Zic5,14
69248,2610035F20Rik,14
22772,Zic2,14
100038380,NA,NA
110821,Pcca,14
223267,Ggact,14
654799,NA,NA
70551,Tmtc4,14
380934,AA536875,14
338370,Nalcn,14
223272,Itgbl1,14
14169,Fgf14,14
69393,1700024B18Rik,14
20363,Selenop,15
100039139,Ccdc152,15
14600,Ghr,15
106052,Fbxo4,15
106064,AW549877,15
328489,Gm2093,15
414066,NA,NA
67041,Oxct1,15
100862317,NA,NA
239318,Plcxd3,15
12274,C6,15
223825,Mroh2b,15
109828,C7,15
239319,Card6,15
67281,Rpl37,15
100302529,NA,NA
105787,Prkaa1,15
67515,Ttc33,15
19219,Ptger4,15
71432,5430437J10Rik,15
13132,Dab2,15
12279,C9,15
23880,Fyb,15
78757,Rictor,15
18414,Osmr,15
16880,Lifr,15
268780,Egflam,15
14573,Gdnf,15
545085,Wdr70,15
665556,NA,NA
170762,Nup155,15
73692,Cplane1,15
71175,Nipbl,15
20512,Slc1a3,15
223332,Ranbp3l,15
68646,Nadk2,15
27401,Skp2,15
320506,Lmbrd2,15
100505224,NA,NA
105887,Ugt3a1,15
223337,Ugt3a2,15
75568,Capsl,15
16197,Il7r,15
320277,Spef2,15
19116,Prlr,15
268782,Agxt2,15
78244,Dnajc21,15
67832,Brix1,15
19355,Rad1,15
100862295,NA,NA
75777,Ttc23l,15
75646,Rai14,15
100038608,Gm10389,15
75259,4930556M19Rik,15
100502601,NA,NA
81799,C1qtnf3,15
17117,Amacr,15
22293,Slc45a2,15
239336,Rxfp3,15
239337,Adamts12,15
110960,Tars,15
18162,Npr3,15
381002,Gm5144,15
73339,1700047G03Rik,15
20024,Sub1,15
22763,Zfr,15
100316684,Mir1898,15
100040052,NA,NA
268783,Mtmr12,15
66629,Golph3,15
68070,Pdzd2,15
100862396,NA,NA
669751,NA,NA
77877,6030458C11Rik,15
14000,Drosha,15
12563,Cdh6,15
12565,Cdh9,15
70886,4921515E04Rik,15
320873,Cdh10,15
64833,Acot10,15
215654,Cdh12,15
545091,Hnrnpa1l2-ps2,15
320865,Cdh18,15
100040529,NA,NA
223413,NA,NA
100862086,NA,NA
70350,Basp1,15
432939,NA,NA
17909,Myo10,15
66270,Retreg1,15
52521,Zfp622,15
211147,Marchf11,15
448987,Fbxl7,15
622531,NA,NA
100038662,NA,NA
11732,Ank,15
223431,NA,NA
791293,NA,NA
432940,Otulin,15
223433,Otulinl,15
223435,Trio,15
328516,NA,NA
110082,Dnah5,15
100628607,Mir3964,15
18163,Ctnnd2,15
73784,4930430F21Rik,15
223453,Dap,15
67434,Ankrd33b,15
252967,Ropn1l,15
223455,Marchf6,15
69574,Cmbl,15
12465,Cct5,15
68073,Atpsckmt,15
57254,Tas2r119,15
100616095,Snhg18,15
66835,NA,NA
20356,Sema5a,15
15529,Sdc2,15
54381,Cpq,15
73486,1700084J12Rik,15
75880,4930592A05Rik,15
239364,Tspyl5,15
67154,Mtdh,15
100503407,NA,NA
114128,Laptm4b,15
17181,Matn2,15
77358,9430069I07Rik,15
19946,Rpl30,15
239368,Erich5,15
15473,Rida,15
67724,Pop1,15
223473,Nipal2,15
71637,4930413F20Rik,15
16539,Kcns2,15
56274,Stk3,15
107587,Osr2,15
100126269,BC048602,15
666173,Vps13b,15
100316736,Mir599,15
100124469,Mir875,15
12864,Cox6c,15
626596,Rgs22,15
78803,Fbxo43,15
17749,Polr2k,15
26942,Spag1,15
30945,Rnf19a,15
68839,Ankrd46,15
66696,Snx31,15
18458,Pabpc1,15
22631,Ywhaz,15
100505062,NA,NA
100038735,Gm10384,15
100862212,NA,NA
68036,Zfp706,15
100503499,NA,NA
252973,Grhl2,15
52589,Ncald,15
100503538,Gm15941,15
74892,4930447A16Rik,15
382985,Rrm2b,15
100041478,NA,NA
70790,Ubr5,15
100503601,NA,NA
18285,Odf1,15
21847,Klf10,15
54375,Azin1,15
69679,2310043O21Rik,15
66335,Atp6v1c1,15
118452,Baalc,15
14368,Fzd6,15
68588,Cthrc1,15
69906,Slc25a32,15
223499,Dcaf13,15
116838,Rims2,15
75766,Dcstamp,15
64705,Dpys,15
100503072,Gm16291,15
239393,Lrp12,15
105976,NA,NA
328531,9330182O14Rik,15
432945,Gm16294,15
22762,Zfpm2,15
170719,Oxr1,15
100503540,NA,NA
223513,Abra,15
11600,Angpt1,15
100503767,NA,NA
239405,Rspo2,15
16341,Eif3e,15
100038728,Gm10373,15
66736,Emc2,15
239408,Tmem74,15
22045,Trhr,15
67429,Nudcd1,15
223527,Eny2,15
192190,Pkhd1l1,15
55960,Ebag9,15
319613,Sybu,15
69659,A930017M01Rik,15
239410,NA,NA
432950,NA,NA
67498,Kcnv1,15
71120,1700022A22Rik,15
74726,4930523O13Rik,15
75281,4930548G14Rik,15
239420,Csmd3,15
83925,Trps1,15
100316685,Mir1907,15
100502643,Gm19303,15
68135,Eif3h,15
78581,Utp23,15
19357,Rad21,15
239435,Aard,15
239436,Slc30a8,15
100039748,NA,NA
69790,Med30,15
14042,Ext1,15
100503094,NA,NA
320679,Samd12,15
100628567,Mir28c,15
665097,NA,NA
18383,Tnfrsf11b,15
383032,Gm5215,15
239447,Colec10,15
105853,Mal2,15
18133,Ccn3,15
18606,Enpp2,15
100862169,NA,NA
319944,Taf2,15
72107,Dscc1,15
100503794,Gm9920,15
97998,Deptor,15
12818,Col14a1,15
73334,NA,NA
68537,Mrpl13,15
105837,Mtbp,15
20649,Sntb1,15
15117,Has2,15
594843,Has2os,15
210463,Slc22a22,15
387609,Zhx2,15
319829,NA,NA
67819,Derl1,15
100504341,NA,NA
210544,Tbc1d31,15
239463,Fam83a,15
75758,9130401M01Rik,15
22770,Zhx1,15
70472,Atad2,15
76773,Wdyhv1,15
67731,Fbxo32,15
268807,Klhl38,15
69787,Anxa13,15
210998,Fam91a1,15
631797,Fer1l6,15
74868,Tmem65,15
546638,NA,NA
68260,Trmt12,15
75841,Rnf139,15
69694,Tatdn1,15
100502741,NA,NA
66218,Ndufb9,15
211401,Mtss1,15
100416830,Zfp572,15
20775,Sqle,15
223593,Washc5,15
68501,Nsmce2,15
211770,Trib1,15
100503021,Gm19510,15
71088,4933412E24Rik,15
399603,Lratd2,15
320469,NA,NA
117586,A1bg,15
432956,D030024E09Rik,15
17869,Myc,15
19296,NA,NA
67552,NA,NA
432958,Gm41335,15
73994,NA,NA
83492,Gsdmc,15
78462,1700065I16Rik,15
331063,Gsdmc2,15
74236,Gsdmcl1,15
270328,Gsdmc3,15
665769,Gsdmcl2,15
74548,Gsdmc4,15
74460,Gsdmcl-ps,15
223601,Cyrib,15
100861767,NA,NA
13196,Asap1,15
71603,NA,NA
11514,Adcy8,15
76740,Efr3a,15
18256,Oc90,15
654498,Hhla1,15
110862,Kcnq3,15
54562,Lrrc6,15
213068,Tmem71,15
239510,Phf20l1,15
21819,Tg,15
20491,Sla,15
22402,Ccn4,15
17988,Ndrg1,15
100040667,NA,NA
20442,St3gal1,15
69334,1700012I11Rik,15
380993,Zfat,15
387226,Mir30b,15
387228,Mir30d,15
13992,Khdrbs3,15
100504454,4930573C08Rik,15
100503580,NA,NA
70363,Fam135b,15
69700,Col22a1,15
100503602,NA,NA
223604,Kcnk9,15
76510,Trappc9,15
353342,Peg13,15
100041120,NA,NA
93696,Chrac1,15
239528,Ago2,15
100861801,NA,NA
14083,Ptk2,15
387169,Mir151,15
100040929,NA,NA
105841,Dennd3,15
106068,Slc45a4,15
100503661,NA,NA
239530,Gpr20,15
19245,Ptp4a3,15
268816,Mroh5,15
100041273,Ndufb4,16
100503729,NA,NA
107831,Adgrb1,15
69439,Mroh4,15
11838,Arc,15
16469,Jrk,15
66769,4933427E11Rik,15
72373,Psca,15
223626,Them6,15
57277,Slurp1,15
68311,Lypd2,15
69462,Slurp2,15
23936,Lynx1,15
17068,Ly6d,15
78725,Ly6g6g,15
76486,Ly6k,15
625599,Gml,15
15202,Gml2,15
110115,Cyp11b1,15
13072,Cyp11b2,15
67038,Ly6m,15
17069,Ly6e,15
57248,Ly6i,15
110454,Ly6a,15
17067,Ly6c1,15
100041546,Ly6c2,15
546643,Ly6a2,15
546644,Ly6g,15
223631,Ly6g2,15
17071,Ly6f,15
100041107,NA,NA
105892,9030619P08Rik,15
23934,Ly6h,15
68453,Gpihbp1,15
22701,Zfp41,15
100503873,NA,NA
72665,NA,NA
72960,Top1mt,15
14787,Rhpn1,15
378435,Mafa,15
223642,Zc3h3,15
100861886,NA,NA
69146,Gsdmd,15
223645,Mroh6,15
223646,Naprt,15
66656,Eef1d,15
105734,Tigd5,15
66194,Pycrl,15
22122,Gfus,15
78834,Zfp623,15
69020,Zfp707,15
223648,Ccdc166,15
332110,Mapk15,15
105732,Fam83h,15
432964,Iqank1,15
105782,Scrib,15
67959,Puf60,15
223649,Nrbp2,15
223650,NA,NA
271278,BC024139,15
100503893,NA,NA
18810,Plec,15
100316774,Mir1942,15
671535,Parp10,15
66168,Grina,15
100038659,NA,NA
74281,Spatc1,15
100526548,Mir3079,15
100503915,Smpd5,15
75475,Oplah,15
109075,Exosc4,15
14731,Gpaa1,15
66445,Cyc1,15
106025,Sharpin,15
68877,Maf1,15
59053,Hgh1,15
73542,Tssk5,15
223658,Mroh1,15
12181,Bop1,15
20289,Scx,15
15499,Hsf1,15
13350,Dgat1,15
170729,Scrt1,15
666504,Tmem249,15
30840,Fbxl6,15
52710,Slc52a2,15
268822,Adck5,15
94230,Cpsf1,15
72027,Slc39a4,15
66914,Vps28,15
72749,Tonsl,15
54151,Cyhr1,15
16581,Kifc2,15
100861904,NA,NA
14106,Foxh1,15
73062,Ppp1r16a,15
76282,Gpt,15
69572,Mfsd3,15
79456,Recql4,15
223664,Lrrc14,15
378937,Lrrc24,15
223665,C030006K11Rik,15
223666,Arhgap39,15
71591,Zfp251,15
223669,Zfp7,15
66398,Commd5,15
26961,Rpl8,15
239546,Zfp647,15
117171,1110038F14Rik,15
17189,Mb,15
71939,Apol6,15
93686,Rbfox2,15
100042318,NA,NA
75761,Apol7a,15
223672,Apol9a,15
278679,Apol7b,15
245282,Apol10a,15
626615,Apol11a,15
108956,Apol7c,15
76409,NA,NA
328561,Apol10b,15
666661,NA,NA
328563,Apol11b,15
666348,Apol7e,15
71898,Apol9b,15
239552,Apol8,15
17886,Myh9,15
56551,Txn2,15
239554,Foxred2,15
55944,Eif3d,15
100504021,NA,NA
12300,Cacng2,15
100861922,NA,NA
67042,Ift27,15
19293,Pvalb,15
17972,Ncf4,15
12984,Csf2rb2,15
12983,Csf2rb,15
100504034,NA,NA
73376,Tex33,15
22117,Tst,15
246221,Mpst,15
72844,Kctd17,15
71753,Tmprss6,15
16185,Il2rb,15
72709,C1qtnf6,15
20607,Sstr3,15
19354,Rac2,15
72318,Cyth4,15
207393,Elfn2,15
17305,Mfng,15
105844,Card10,15
104445,Cdc42ep1,15
107753,Lgals2,15
106039,Gga1,15
100504071,NA,NA
100038696,NA,NA
20401,Sh3bp1,15
57028,Pdxp,15
16852,Lgals1,15
97961,Nol12,15
110253,Triobp,15
100038602,Gm10865,15
654469,NA,NA
14958,H1f0,15
26912,Gcat,15
14429,Galr3,15
223690,Ankrd54,15
223691,Eif3l,15
27008,Micall1,15
27660,1700088E04Rik,15
69833,Polr2f,15
20665,Sox10,15
100041655,NA,NA
100038573,NA,NA
18693,Pick1,15
57274,Slc16a8,15
207495,Baiap2l2,15
53357,Pla2g6,15
17133,Maff,15
223693,Tmem184b,15
100316695,Mir1943,15
27373,Csnk1e,15
100503109,NA,NA
16520,Kcnj4,15
105785,Kdelr3,15
67040,Ddx17,15
13404,Dmc1,15
75729,Fam227a,15
73739,Cby1,15
223696,Tomm22,15
74158,Josd1,15
14904,Gtpbp1,15
223697,Sun2,15
100504191,Gm16576,15
54152,Dnal4,15
504193,Npcd,15
73340,Nptxr,15
494448,Cbx6,15
100038357,NA,NA
109361,,15
80287,Apobec3,15
52609,Cbx7,15
18591,Pdgfb,15
27367,Rpl3,15
100302601,NA,NA
100302600,NA,NA
20972,Syngr1,15
66513,Tab1,15
17309,Mgat3,15
239555,Mief1,15
11911,Atf4,15
100861991,NA,NA
66538,Rps19bp1,15
239556,Cacna1i,15
383075,Enthd1,15
17444,Grap2,15
213956,Fam83f,15
106059,A430088P11Rik,15
213988,Tnrc6b,15
100628612,Mir5113,15
11564,Adsl,15
105835,Sgsm3,15
223701,Mrtfa,15
67638,4930483J18Rik,15
207911,Mchr1,15
78102,8430426J06Rik,15
20524,Slc25a17,15
70356,St13,15
321003,Xpnpep3,15
57755,Dnajb7,15
56438,Rbx1,15
383080,NA,NA
328572,Ep300,15
214669,L3mbtl2,15
214685,Chadl,15
19387,Rangap1,15
20286,Zc3h7b,15
100504312,Gm17597,15
21685,Tef,15
57259,Tob2,15
68479,Phf5a,15
11429,Aco2,15
78929,Polr3h,15
105859,Csdc2,15
29858,Pmm1,15
66346,Ndufb11b,15
28075,Desi1,15
14375,Xrcc6,15
20826,Snu13,15
328573,4930407I10Rik,15
74369,Mei1,15
76457,Ccdc134,15
20788,Srebf2,15
723897,Mir33,15
435145,Shisa8,15
72049,Tnfrsf13c,15
66570,Cenpm,15
76505,NA,NA
24050,Septin3,15
74716,Wbp2nl,15
17939,Naga,15
338368,Pheta2,15
69029,Smdt1,15
67130,Ndufa6,15
100862061,NA,NA
56448,Cyp2d22,15
545123,Cyp2d11,15
13101,Cyp2d10,15
13105,Cyp2d9,15
545124,Tdg-ps,15
380997,Cyp2d12,15
223706,Cyp2d34,15
68444,NA,NA
627860,NA,NA
71754,Cyp2d40,15
76279,Cyp2d26,15
21411,Tcf20,15
21378,NA,NA
100504637,Gm20324,15
100526477,Mir3080,15
106026,NA,NA
74039,Nfam1,15
68607,Serhl,15
74778,Rrp7a,15
73826,Poldip3,15
104307,Rnu12,15
109754,Cyb5r3,15
100504676,NA,NA
239559,A4galt,15
66251,Arfgap3,15
69291,NA,NA
23970,Pacsin2,15
319953,Ttll1,15
12124,Bik,15
223722,Mcat,15
12257,Tspo,15
223723,Ttll12,15
64706,Scube1,15
223726,Mpped1,15
77627,Efcab6,15
29859,Sult4a1,15
75772,Pnpla5,15
116939,Pnpla3,15
68653,Samm50,15
170736,Parvb,15
64099,Parvg,15
72301,Shisal1,15
223732,Rtl6,15
109270,Prr5,15
328576,Gm20556,15
73167,Arhgap8,15
271305,Phf21b,15
18141,Nup50,15
223739,5031439G07Rik,15
100526461,Mir1249,15
22270,Upk3a,15
73225,Fam118a,15
140557,Smc1b,15
100502582,NA,NA
67747,Ribc2,15
100502602,Gm19277,15
14114,Fbln1,15
100861793,NA,NA
54138,Atxn10,15
328577,7530416G11Rik,15
223745,NA,NA
22422,Wnt7b,15
105975,AU022754,15
723966,Mirlet7c-2,15
387245,Mirlet7b,15
19013,Ppara,15
72355,Cdpf1,15
18766,Pkdrej,15
239570,Ttc38,15
29870,Gtse1,15
72026,Trmu,15
12614,Celsr1,15
223752,Gramd4,15
223753,Cerk,15
223754,Tbc1d22a,15
106014,Tafa5,15
328579,B230214G05Rik,15
70073,Zdhhc25,15
223770,Brd1,15
223773,Zbed4,15
223774,Alg12,15
76737,Creld2,15
223775,Pim3,15
100502684,NA,NA
239591,Ttll8,15
170790,Mlc1,15
667558,NA,NA
83456,Mov10l1,15
406218,Panx2,15
69120,1810021B22Rik,15
67976,Trabd,15
223776,Selenoo,15
328580,Tubgcp6,15
170787,Hdac10,15
29857,Mapk12,15
19094,Mapk11,15
140570,Plxnb2,15
69440,Dennd6b,15
71474,Ppp6r2,15
77980,Sbf1,15
223780,Adm2,15
56727,Miox,15
105847,Lmf2,15
52683,Ncaph2,15
100126824,Sco2,15
72962,Tymp,15
70113,Odf3b,15
546648,Klhdc7b,15
75459,Syce3,15
100134861,NA,NA
12895,Cpt1b,15
12651,Chkb,15
60597,Mapk8ip2,15
11883,Arsa,15
100532730,NA,NA
58234,Shank3,15
11434,Acr,15
68708,Rabl2,15
100502796,NA,NA
54526,Syt10,15
380959,Alg10b,15
100038621,NA,NA
66871,Cpne8,15
20738,Spn-ps,15
16564,Kif21a,15
635871,NA,NA
26874,Abcd2,15
545126,CN725425,15
239606,Slc2a13,15
66725,Lrrk2,15
239611,NA,NA
223809,Smgc,15
12805,Cntn1,15
239618,Pdzrn4,15
67740,NA,NA
223827,Gxylt1,15
67057,Yaf2,15
67197,Zcrb1,15
223828,Pphln1,15
106042,Prickle1,15
100502901,NA,NA
77248,9430014N10Rik,15
328594,NA,NA
223838,Adamts20,15
78895,Pus7l,15
266632,Irak4,15
19230,Twf1,15
320709,Tmem117,15
100043315,1700129L04Rik,15
54003,Nell2,15
223843,Dbx2,15
791370,NA,NA
105722,Ano6,15
100502979,NA,NA
402773,D030018L15Rik,15
100043335,NA,NA
70040,NA,NA
319722,NA,NA
77044,Arid2,15
72193,Scaf11,15
105727,Slc38a1,15
67760,Slc38a2,15
69354,Slc38a4,15
105827,Amigo2,15
239647,Pced1b,15
71919,Rpap3,15
19011,Endou,15
223864,Rapgef3,15
100503050,NA,NA
67739,Slc48a1,15
56233,Hdac7,15
22337,Vdr,15
380967,Tmem106c,15
12824,Col2a1,15
223870,Senp1,15
18642,Pfkm,15
78541,Asb8,15
239650,Ccdc184,15
545140,Olfr288,15
634104,Olfr287,15
629524,Olfr286,15
70069,H1f7,15
239652,Zfp641,15
257943,Olfr285,15
258278,Olfr284,15
